year,data_type,source_index,destination_index,value
20182019,depot_location,985,0,0.0
20182019,depot_location,1290,0,0.0
20182019,depot_location,1860,0,0.0
20182019,depot_location,1469,0,0.0
20182019,depot_location,437,0,0.0
20182019,depot_location,1718,0,0.0
20182019,depot_location,868,0,0.0
20182019,depot_location,1637,0,0.0
20182019,depot_location,561,0,0.0
20182019,depot_location,149,0,0.0
20182019,depot_location,1983,0,0.0
20182019,depot_location,1432,0,0.0
20182019,depot_location,1254,0,0.0
20182019,depot_location,2187,0,0.0
20182019,depot_location,1004,0,0.0
20182019,refinery_location,879,0,0.0
20182019,refinery_location,1461,0,0.0
20182019,refinery_location,1605,0,0.0
2018,biomass_forecast,0,0,9.57926289627
2018,biomass_forecast,1,0,33.575881824449986
2018,biomass_forecast,2,0,71.99842555560001
2018,biomass_forecast,3,0,94.52198760620004
2018,biomass_forecast,4,0,21.1168282795
2018,biomass_forecast,5,0,36.76753678285004
2018,biomass_forecast,6,0,41.00205335580001
2018,biomass_forecast,7,0,80.65877220149996
2018,biomass_forecast,8,0,49.4486896713
2018,biomass_forecast,9,0,73.99601188460001
2018,biomass_forecast,10,0,16.378742543919994
2018,biomass_forecast,11,0,4.8947369957900015
2018,biomass_forecast,12,0,3.7285293473700016
2018,biomass_forecast,13,0,0.16298317186
2018,biomass_forecast,14,0,0.5844904293500005
2018,biomass_forecast,15,0,48.67505659230002
2018,biomass_forecast,16,0,96.76001067950008
2018,biomass_forecast,17,0,149.22174423019996
2018,biomass_forecast,18,0,143.9892684214
2018,biomass_forecast,19,0,88.61408023619995
2018,biomass_forecast,20,0,111.54619171020002
2018,biomass_forecast,21,0,113.80759422459998
2018,biomass_forecast,22,0,129.87131294599993
2018,biomass_forecast,23,0,162.05166724600002
2018,biomass_forecast,24,0,161.09757041650002
2018,biomass_forecast,25,0,78.84446185609995
2018,biomass_forecast,26,0,51.449796142700016
2018,biomass_forecast,27,0,41.96845090780002
2018,biomass_forecast,28,0,6.8938812699300005
2018,biomass_forecast,29,0,0.2639519998400001
2018,biomass_forecast,30,0,36.71028003700002
2018,biomass_forecast,31,0,117.36655089530004
2018,biomass_forecast,32,0,162.2743800367
2018,biomass_forecast,33,0,128.93841217099995
2018,biomass_forecast,34,0,147.31951675590005
2018,biomass_forecast,35,0,153.26186806450002
2018,biomass_forecast,36,0,165.48951325099992
2018,biomass_forecast,37,0,152.58197692739998
2018,biomass_forecast,38,0,100.01504607959998
2018,biomass_forecast,39,0,79.06671752529994
2018,biomass_forecast,40,0,76.98411284879994
2018,biomass_forecast,41,0,93.5735567468
2018,biomass_forecast,42,0,115.39003455690003
2018,biomass_forecast,43,0,37.594712467800015
2018,biomass_forecast,44,0,2.4113540488300007
2018,biomass_forecast,45,0,0.1373865019799999
2018,biomass_forecast,46,0,0.31543350334
2018,biomass_forecast,47,0,20.925155954280005
2018,biomass_forecast,48,0,116.82968413900004
2018,biomass_forecast,49,0,115.1099807746
2018,biomass_forecast,50,0,114.6209594741
2018,biomass_forecast,51,0,145.57354852060004
2018,biomass_forecast,52,0,139.001146324
2018,biomass_forecast,53,0,168.61745948670003
2018,biomass_forecast,54,0,168.28662910500003
2018,biomass_forecast,55,0,141.4461032849
2018,biomass_forecast,56,0,153.49445710149996
2018,biomass_forecast,57,0,120.1613398728
2018,biomass_forecast,58,0,118.9880130661
2018,biomass_forecast,59,0,93.4381218642
2018,biomass_forecast,60,0,85.0027534806
2018,biomass_forecast,61,0,14.498540822020006
2018,biomass_forecast,62,0,9.415042489869998
2018,biomass_forecast,63,0,25.514587011689983
2018,biomass_forecast,64,0,10.766507147319995
2018,biomass_forecast,65,0,5.973821153900001
2018,biomass_forecast,66,0,6.609447684339998
2018,biomass_forecast,67,0,0.5713170810300007
2018,biomass_forecast,68,0,0.0820934999
2018,biomass_forecast,69,0,7.160337620010004
2018,biomass_forecast,70,0,105.1869361803
2018,biomass_forecast,71,0,119.2624875692999
2018,biomass_forecast,72,0,119.02108467620008
2018,biomass_forecast,73,0,179.3711346459999
2018,biomass_forecast,74,0,179.7205347465
2018,biomass_forecast,75,0,206.46532180600008
2018,biomass_forecast,76,0,166.74242034769995
2018,biomass_forecast,77,0,105.4768289123
2018,biomass_forecast,78,0,171.55628670239994
