year,data_type,source_index,destination_index,value
20182019,depot_location,1860,0,0.0
20182019,depot_location,985,0,0.0
20182019,depot_location,1637,0,0.0
20182019,depot_location,1469,0,0.0
20182019,depot_location,1358,0,0.0
20182019,depot_location,744,0,0.0
20182019,depot_location,346,0,0.0
20182019,depot_location,1980,0,0.0
20182019,depot_location,1880,0,0.0
20182019,depot_location,889,0,0.0
20182019,depot_location,1259,0,0.0
20182019,depot_location,149,0,0.0
20182019,depot_location,1050,0,0.0
20182019,depot_location,1906,0,0.0
20182019,depot_location,1432,0,0.0
20182019,refinery_location,1860,0,0.0
20182019,refinery_location,1358,0,0.0
20182019,refinery_location,868,0,0.0
2018,biomass_forecast,0,0,7.921685433624119
2018,biomass_forecast,1,0,30.652763701249125
2018,biomass_forecast,2,0,58.44358501374922
2018,biomass_forecast,3,0,77.8792491937493
2018,biomass_forecast,4,0,19.490831231249157
2018,biomass_forecast,5,0,28.043368433749073
2018,biomass_forecast,6,0,36.68087563374915
2018,biomass_forecast,7,0,61.57771930624923
2018,biomass_forecast,8,0,46.89471993499944
2018,biomass_forecast,9,0,61.273092842499715
2018,biomass_forecast,10,0,12.711956833499151
2018,biomass_forecast,11,0,4.730685925499077
2018,biomass_forecast,12,0,3.8131608127490697
2018,biomass_forecast,13,0,0.3041180637490663
2018,biomass_forecast,14,0,0.7067572609990577
2018,biomass_forecast,15,0,44.21033606499925
2018,biomass_forecast,16,0,78.2114997874991
2018,biomass_forecast,17,0,150.29803811249985
2018,biomass_forecast,18,0,134.21505127499978
2018,biomass_forecast,19,0,73.77445516624921
2018,biomass_forecast,20,0,95.12129792249931
2018,biomass_forecast,21,0,107.08808098124923
2018,biomass_forecast,22,0,114.2985006337494
2018,biomass_forecast,23,0,135.82069167499955
2018,biomass_forecast,24,0,135.68051776874978
2018,biomass_forecast,25,0,63.72505197624919
2018,biomass_forecast,26,0,44.28684315749911
2018,biomass_forecast,27,0,33.768058394999045
2018,biomass_forecast,28,0,5.288600093124086
2018,biomass_forecast,29,0,0.3436433824990619
2018,biomass_forecast,30,0,31.4735599524992
2018,biomass_forecast,31,0,94.67552528499941
2018,biomass_forecast,32,0,143.69745502499958
2018,biomass_forecast,33,0,128.72076377499974
2018,biomass_forecast,34,0,129.31189785124965
2018,biomass_forecast,35,0,120.66998442749966
2018,biomass_forecast,36,0,159.5787177999996
2018,biomass_forecast,37,0,152.01796493749976
2018,biomass_forecast,38,0,93.67494354749924
2018,biomass_forecast,39,0,68.16778335624907
2018,biomass_forecast,40,0,61.305094337499064
2018,biomass_forecast,41,0,79.4342137337492
2018,biomass_forecast,42,0,95.86540756249923
2018,biomass_forecast,43,0,29.66433415374907
2018,biomass_forecast,44,0,2.2920793504990704
2018,biomass_forecast,45,0,0.3601019107490666
2018,biomass_forecast,46,0,0.6610885528740736
2018,biomass_forecast,47,0,18.75941214537412
2018,biomass_forecast,48,0,89.13785752999928
2018,biomass_forecast,49,0,103.08977756999916
2018,biomass_forecast,50,0,108.0957160849992
2018,biomass_forecast,51,0,116.85645448124986
2018,biomass_forecast,52,0,115.2937074787496
2018,biomass_forecast,53,0,143.82290325625
2018,biomass_forecast,54,0,147.85070954999924
2018,biomass_forecast,55,0,130.20423468749968
2018,biomass_forecast,56,0,147.91646253749965
2018,biomass_forecast,57,0,107.17983398124937
2018,biomass_forecast,58,0,105.49485073749935
2018,biomass_forecast,59,0,71.64177427249918
2018,biomass_forecast,60,0,69.2308484062494
2018,biomass_forecast,61,0,14.609512899999082
2018,biomass_forecast,62,0,7.567584371624022
2018,biomass_forecast,63,0,23.239297842499244
2018,biomass_forecast,64,0,10.57145956699914
2018,biomass_forecast,65,0,4.04997787474907
2018,biomass_forecast,66,0,6.298578894124102
2018,biomass_forecast,67,0,0.4988993019990656
2018,biomass_forecast,68,0,0.2274707273740639
2018,biomass_forecast,69,0,7.035011922874068
2018,biomass_forecast,70,0,99.61308919124956
