year,data_type,source_index,destination_index,value
20182019,depot_location,1585,0,0.0
20182019,depot_location,806,0,0.0
20182019,depot_location,1645,0,0.0
20182019,depot_location,1226,0,0.0
20182019,depot_location,1296,0,0.0
20182019,depot_location,606,0,0.0
20182019,depot_location,384,0,0.0
20182019,depot_location,1664,0,0.0
20182019,depot_location,1759,0,0.0
20182019,depot_location,1182,0,0.0
20182019,depot_location,1522,0,0.0
20182019,depot_location,380,0,0.0
20182019,depot_location,338,0,0.0
20182019,depot_location,1856,0,0.0
20182019,depot_location,1609,0,0.0
20182019,refinery_location,431,0,0.0
20182019,refinery_location,1585,0,0.0
20182019,refinery_location,1360,0,0.0
2018,biomass_forecast,0,0,7.284468226139992
2018,biomass_forecast,1,0,27.528693099882172
2018,biomass_forecast,2,0,52.19950343497111
2018,biomass_forecast,3,0,69.5424047241555
2018,biomass_forecast,4,0,17.561340406517807
2018,biomass_forecast,5,0,25.111548888433333
2018,biomass_forecast,6,0,32.87645517177226
2018,biomass_forecast,7,0,54.8955534148111
2018,biomass_forecast,8,0,41.952804644000054
2018,biomass_forecast,9,0,54.73826632217783
2018,biomass_forecast,10,0,11.540675447271104
2018,biomass_forecast,11,0,4.440252062234449
2018,biomass_forecast,12,0,3.6128656918133353
2018,biomass_forecast,13,0,0.4557269514933333
2018,biomass_forecast,14,0,0.697618191032222
2018,biomass_forecast,15,0,39.557877973011166
2018,biomass_forecast,16,0,69.78323806812227
2018,biomass_forecast,17,0,133.8312907448222
2018,biomass_forecast,18,0,119.53251144792208
2018,biomass_forecast,19,0,65.82565912495552
2018,biomass_forecast,20,0,84.6951853221112
2018,biomass_forecast,21,0,95.62132856904448
2018,biomass_forecast,22,0,101.78118072010007
2018,biomass_forecast,23,0,120.95121954726667
2018,biomass_forecast,24,0,120.89808063394452
2018,biomass_forecast,25,0,56.83439270477777
2018,biomass_forecast,26,0,39.61520016605556
2018,biomass_forecast,27,0,30.214804112988855
2018,biomass_forecast,28,0,4.90584404759444
2018,biomass_forecast,29,0,0.46299728145777774
